PRODUTOS,ID_CLIENTE,ID_PEDIDO,ID_PRODUTO,DATA_PEDIDO,VALOR,QUANTIDADE,VALOR_TOTAL,CANAL,UNIDADE,LAT,LON
1,100003,1000032,4,12/21/2017,159.9,1,159.9,e-Commerce,001 - e-Commerce,,
1,100003,1000031,10,11/12/2017,79.9,1,79.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100003,1000033,5,12/30/2017,189.9,1,189.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100003,1000031,11,1/6/2018,39.9,1,39.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100003,1000033,5,12/5/2017,189.9,1,189.9,e-Commerce,001 - e-Commerce,,
1,100003,1000032,6,12/20/2017,299.9,1,299.9,e-Commerce,001 - e-Commerce,,
1,100003,1000032,10,11/25/2017,79.9,1,79.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100003,1000033,12,11/19/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100003,1000032,10,12/12/2017,79.9,1,79.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100003,1000033,13,12/6/2017,259.9,1,259.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100003,1000031,4,11/9/2017,159.9,1,159.9,e-Commerce,001 - e-Commerce,,
1,100003,1000031,2,12/15/2017,49.9,1,49.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100003,1000033,16,12/30/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100003,1000032,13,12/16/2017,259.9,1,259.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100003,1000031,13,12/31/2017,259.9,1,259.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100003,1000031,14,12/1/2017,119.9,1,119.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100004,1000042,15,1/8/2018,69.9,1,69.9,e-Commerce,001 - e-Commerce,,
1,100004,1000041,9,11/27/2017,89.9,1,89.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100004,1000042,14,11/21/2017,119.9,1,119.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100004,1000042,4,11/26/2017,159.9,1,159.9,e-Commerce,001 - e-Commerce,,
1,100004,1000041,11,1/6/2018,39.9,1,39.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100004,1000043,5,12/2/2017,189.9,1,189.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100004,1000041,13,12/26/2017,259.9,1,259.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100004,1000043,6,12/12/2017,299.9,1,299.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100004,1000043,3,11/24/2017,99.9,1,99.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100004,1000043,14,12/26/2017,119.9,1,119.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100004,1000043,1,11/24/2017,129.9,1,129.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100004,1000043,14,12/29/2017,119.9,1,119.9,e-Commerce,001 - e-Commerce,,
1,100004,1000041,11,12/24/2017,39.9,1,39.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100004,1000041,1,1/7/2018,129.9,1,129.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100004,1000042,9,12/25/2017,89.9,1,89.9,e-Commerce,001 - e-Commerce,,
1,100004,1000043,15,11/12/2017,69.9,1,69.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100004,1000043,3,11/29/2017,99.9,1,99.9,e-Commerce,001 - e-Commerce,,
1,100004,1000043,14,12/23/2017,119.9,1,119.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100004,1000043,4,11/9/2017,159.9,1,159.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100004,1000043,9,12/26/2017,89.9,1,89.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100004,1000043,6,12/13/2017,299.9,1,299.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100004,1000041,1,11/28/2017,129.9,1,129.9,e-Commerce,001 - e-Commerce,,
1,100005,1000053,1,1/8/2018,129.9,1,129.9,e-Commerce,001 - e-Commerce,,
1,100005,1000052,10,12/14/2017,79.9,1,79.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100005,1000051,4,12/26/2017,159.9,1,159.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100005,1000053,9,12/27/2017,89.9,1,89.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100005,1000053,5,12/11/2017,189.9,1,189.9,e-Commerce,001 - e-Commerce,,
1,100005,1000051,10,12/24/2017,79.9,1,79.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100005,1000051,13,12/30/2017,259.9,1,259.9,e-Commerce,001 - e-Commerce,,
1,100005,1000053,4,12/30/2017,159.9,1,159.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100005,1000052,2,1/7/2018,49.9,1,49.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100005,1000053,15,1/1/2018,69.9,1,69.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100005,1000051,10,1/5/2018,79.9,1,79.9,e-Commerce,001 - e-Commerce,,
1,100005,1000052,11,12/14/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100005,1000051,2,11/9/2017,49.9,1,49.9,e-Commerce,001 - e-Commerce,,
1,100005,1000053,2,12/16/2017,49.9,1,49.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100005,1000053,15,11/19/2017,69.9,1,69.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100005,1000051,11,1/3/2018,39.9,1,39.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100005,1000051,16,12/12/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100005,1000053,2,11/14/2017,49.9,1,49.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100005,1000053,13,11/27/2017,259.9,1,259.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100005,1000052,3,11/23/2017,99.9,1,99.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100005,1000052,2,11/26/2017,49.9,1,49.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100005,1000052,2,12/7/2017,49.9,1,49.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100005,1000051,14,12/16/2017,119.9,1,119.9,e-Commerce,001 - e-Commerce,,
1,100005,1000053,13,11/16/2017,259.9,1,259.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100005,1000051,14,12/8/2017,119.9,1,119.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100005,1000051,15,11/21/2017,69.9,1,69.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100005,1000053,6,12/7/2017,299.9,1,299.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100005,1000053,10,1/7/2018,79.9,1,79.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100005,1000053,12,12/29/2017,39.9,1,39.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100005,1000053,5,12/17/2017,189.9,1,189.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100005,1000051,14,12/15/2017,119.9,1,119.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100006,1000062,1,1/8/2018,129.9,1,129.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100006,1000062,6,12/20/2017,299.9,1,299.9,e-Commerce,001 - e-Commerce,,
1,100006,1000063,3,12/7/2017,99.9,1,99.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100006,1000061,1,11/28/2017,129.9,1,129.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100006,1000062,5,1/3/2018,189.9,1,189.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100006,1000062,9,11/30/2017,89.9,1,89.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100006,1000063,16,12/18/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100006,1000063,6,1/5/2018,299.9,1,299.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100006,1000062,11,11/20/2017,39.9,1,39.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100006,1000062,10,12/8/2017,79.9,1,79.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100006,1000062,1,1/7/2018,129.9,1,129.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100006,1000062,4,12/23/2017,159.9,1,159.9,e-Commerce,001 - e-Commerce,,
1,100006,1000062,16,12/7/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100006,1000061,4,12/13/2017,159.9,1,159.9,e-Commerce,001 - e-Commerce,,
1,100006,1000063,2,12/29/2017,49.9,1,49.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100006,1000062,1,12/24/2017,129.9,1,129.9,e-Commerce,001 - e-Commerce,,
1,100006,1000063,10,11/27/2017,79.9,1,79.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100006,1000063,16,12/29/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100006,1000062,13,12/19/2017,259.9,1,259.9,e-Commerce,001 - e-Commerce,,
1,100006,1000062,6,12/5/2017,299.9,1,299.9,e-Commerce,001 - e-Commerce,,
1,100006,1000062,15,11/30/2017,69.9,1,69.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100006,1000062,12,11/28/2017,39.9,1,39.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100006,1000062,1,11/22/2017,129.9,1,129.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100006,1000063,5,11/11/2017,189.9,1,189.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100006,1000061,11,11/25/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100006,1000062,14,11/18/2017,119.9,1,119.9,e-Commerce,001 - e-Commerce,,
1,100006,1000061,11,11/12/2017,39.9,1,39.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100006,1000061,3,12/14/2017,99.9,1,99.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100007,1000073,10,12/18/2017,79.9,1,79.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100007,1000071,6,12/30/2017,299.9,1,299.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100007,1000072,11,12/19/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100007,1000073,15,11/26/2017,69.9,1,69.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100007,1000072,3,12/16/2017,99.9,1,99.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100007,1000071,4,11/9/2017,159.9,1,159.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100007,1000072,5,1/6/2018,189.9,1,189.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100007,1000073,16,11/15/2017,39.9,1,39.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100007,1000072,16,11/26/2017,39.9,1,39.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100007,1000072,3,11/20/2017,99.9,1,99.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100007,1000071,5,11/19/2017,189.9,1,189.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100007,1000071,4,12/19/2017,159.9,1,159.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100007,1000073,13,11/20/2017,259.9,1,259.9,e-Commerce,001 - e-Commerce,,
1,100007,1000073,1,11/17/2017,129.9,1,129.9,e-Commerce,001 - e-Commerce,,
1,100007,1000071,12,12/19/2017,39.9,1,39.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100007,1000072,6,12/28/2017,299.9,1,299.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100007,1000072,12,11/23/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100007,1000071,2,11/18/2017,49.9,1,49.9,e-Commerce,001 - e-Commerce,,
1,100007,1000071,4,11/20/2017,159.9,1,159.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100007,1000071,16,11/22/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100007,1000071,14,12/29/2017,119.9,1,119.9,e-Commerce,001 - e-Commerce,,
1,100007,1000072,4,1/7/2018,159.9,1,159.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100007,1000073,11,12/24/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100007,1000071,5,11/23/2017,189.9,1,189.9,e-Commerce,001 - e-Commerce,,
1,100007,1000073,2,12/11/2017,49.9,1,49.9,e-Commerce,001 - e-Commerce,,
1,100007,1000073,11,12/6/2017,39.9,1,39.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100007,1000072,14,11/11/2017,119.9,1,119.9,e-Commerce,001 - e-Commerce,,
1,100007,1000072,16,12/12/2017,39.9,1,39.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100008,1000083,5,11/12/2017,189.9,1,189.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100008,1000081,1,1/6/2018,129.9,1,129.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100008,1000081,6,11/23/2017,299.9,1,299.9,e-Commerce,001 - e-Commerce,,
1,100008,1000081,13,12/14/2017,259.9,1,259.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100008,1000083,3,1/2/2018,99.9,1,99.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100008,1000083,10,12/1/2017,79.9,1,79.9,e-Commerce,001 - e-Commerce,,
1,100008,1000081,15,12/4/2017,69.9,1,69.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100008,1000083,9,11/27/2017,89.9,1,89.9,e-Commerce,001 - e-Commerce,,
1,100008,1000083,5,12/1/2017,189.9,1,189.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100008,1000081,1,12/8/2017,129.9,1,129.9,e-Commerce,001 - e-Commerce,,
1,100008,1000083,5,11/22/2017,189.9,1,189.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100008,1000081,1,12/22/2017,129.9,1,129.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100008,1000081,1,12/26/2017,129.9,1,129.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100008,1000082,3,12/5/2017,99.9,1,99.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100008,1000081,15,12/15/2017,69.9,1,69.9,e-Commerce,001 - e-Commerce,,
1,100008,1000081,10,12/3/2017,79.9,1,79.9,e-Commerce,001 - e-Commerce,,
1,100008,1000082,12,12/25/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100008,1000081,14,11/30/2017,119.9,1,119.9,e-Commerce,001 - e-Commerce,,
1,100008,1000083,13,12/20/2017,259.9,1,259.9,e-Commerce,001 - e-Commerce,,
1,100009,1000093,14,1/8/2018,119.9,1,119.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100009,1000092,1,11/9/2017,129.9,1,129.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100009,1000093,6,11/23/2017,299.9,1,299.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100009,1000092,1,12/10/2017,129.9,1,129.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100009,1000091,2,1/6/2018,49.9,1,49.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100009,1000091,11,12/6/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100009,1000093,6,1/2/2018,299.9,1,299.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100009,1000091,4,11/17/2017,159.9,1,159.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100009,1000091,15,11/19/2017,69.9,1,69.9,e-Commerce,001 - e-Commerce,,
1,100009,1000091,13,12/8/2017,259.9,1,259.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100009,1000092,15,12/4/2017,69.9,1,69.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100009,1000091,1,11/18/2017,129.9,1,129.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100009,1000092,15,12/19/2017,69.9,1,69.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100009,1000091,11,1/1/2018,39.9,1,39.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100009,1000092,2,11/13/2017,49.9,1,49.9,e-Commerce,001 - e-Commerce,,
1,100009,1000093,15,1/3/2018,69.9,1,69.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100009,1000092,2,12/20/2017,49.9,1,49.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100009,1000091,11,11/26/2017,39.9,1,39.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100009,1000093,6,12/9/2017,299.9,1,299.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100009,1000093,15,11/14/2017,69.9,1,69.9,e-Commerce,001 - e-Commerce,,
1,100009,1000091,3,11/14/2017,99.9,1,99.9,e-Commerce,001 - e-Commerce,,
1,100009,1000092,2,1/3/2018,49.9,1,49.9,e-Commerce,001 - e-Commerce,,
1,100010,1000103,14,1/5/2018,119.9,1,119.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100010,1000102,15,12/31/2017,69.9,1,69.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100010,1000103,3,12/18/2017,99.9,1,99.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100010,1000101,2,11/25/2017,49.9,1,49.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100010,1000103,4,12/21/2017,159.9,1,159.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100010,1000103,16,11/21/2017,39.9,1,39.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100010,1000103,16,1/7/2018,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100010,1000103,2,11/24/2017,49.9,1,49.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100010,1000102,11,12/9/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100010,1000102,9,1/4/2018,89.9,1,89.9,e-Commerce,001 - e-Commerce,,
1,100010,1000102,6,12/7/2017,299.9,1,299.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100010,1000103,6,11/29/2017,299.9,1,299.9,e-Commerce,001 - e-Commerce,,
1,100010,1000103,4,11/17/2017,159.9,1,159.9,e-Commerce,001 - e-Commerce,,
1,100010,1000103,12,12/18/2017,39.9,1,39.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100010,1000101,2,11/23/2017,49.9,1,49.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100010,1000102,2,11/26/2017,49.9,1,49.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100010,1000103,5,11/18/2017,189.9,1,189.9,e-Commerce,001 - e-Commerce,,
1,100010,1000103,16,12/3/2017,39.9,1,39.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100010,1000103,14,1/3/2018,119.9,1,119.9,e-Commerce,001 - e-Commerce,,
1,100011,1000112,16,1/8/2018,39.9,1,39.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100011,1000112,16,1/8/2018,39.9,1,39.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100011,1000112,6,12/10/2017,299.9,1,299.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100011,1000112,14,12/19/2017,119.9,1,119.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100011,1000113,13,12/22/2017,259.9,1,259.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100011,1000113,16,12/13/2017,39.9,1,39.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100011,1000112,9,1/7/2018,89.9,1,89.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100011,1000112,6,12/29/2017,299.9,1,299.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100011,1000111,1,11/11/2017,129.9,1,129.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100011,1000112,1,12/1/2017,129.9,1,129.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100011,1000112,2,12/4/2017,49.9,1,49.9,e-Commerce,001 - e-Commerce,,
1,100011,1000112,16,11/12/2017,39.9,1,39.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100011,1000113,16,12/1/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100011,1000113,2,12/9/2017,49.9,1,49.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100011,1000113,13,11/23/2017,259.9,1,259.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100011,1000113,5,12/31/2017,189.9,1,189.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100011,1000113,9,12/26/2017,89.9,1,89.9,e-Commerce,001 - e-Commerce,,
1,100011,1000113,2,11/13/2017,49.9,1,49.9,e-Commerce,001 - e-Commerce,,
1,100011,1000112,4,12/23/2017,159.9,1,159.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100011,1000113,2,11/20/2017,49.9,1,49.9,e-Commerce,001 - e-Commerce,,
1,100011,1000111,16,12/10/2017,39.9,1,39.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100011,1000113,16,12/21/2017,39.9,1,39.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100012,1000121,2,11/14/2017,49.9,1,49.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100012,1000123,14,12/21/2017,119.9,1,119.9,e-Commerce,001 - e-Commerce,,
1,100012,1000122,9,12/21/2017,89.9,1,89.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100012,1000123,6,12/25/2017,299.9,1,299.9,e-Commerce,001 - e-Commerce,,
1,100012,1000122,6,12/18/2017,299.9,1,299.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100012,1000121,16,11/27/2017,39.9,1,39.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100012,1000121,11,12/31/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100012,1000123,16,12/21/2017,39.9,1,39.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100012,1000122,11,11/28/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100012,1000121,4,11/29/2017,159.9,1,159.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100012,1000123,3,12/19/2017,99.9,1,99.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100012,1000121,10,1/4/2018,79.9,1,79.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100012,1000121,3,12/25/2017,99.9,1,99.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100012,1000122,12,1/4/2018,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100012,1000121,11,1/1/2018,39.9,1,39.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100012,1000122,16,12/1/2017,39.9,1,39.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100012,1000122,5,12/9/2017,189.9,1,189.9,Loja Física,187 - SAO PAULO LAPA SP,,
1,100012,1000121,3,12/17/2017,99.9,1,99.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100012,1000122,14,12/2/2017,119.9,1,119.9,e-Commerce,001 - e-Commerce,,
1,100012,1000121,15,11/23/2017,69.9,1,69.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100012,1000123,6,12/13/2017,299.9,1,299.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100012,1000123,9,12/10/2017,89.9,1,89.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100012,1000122,13,11/22/2017,259.9,1,259.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100012,1000121,9,12/13/2017,89.9,1,89.9,e-Commerce,001 - e-Commerce,,
1,100012,1000122,6,12/11/2017,299.9,1,299.9,e-Commerce,001 - e-Commerce,,
1,100012,1000123,16,12/10/2017,39.9,1,39.9,Loja Física,113 - SAO PAULO PINHEIROS SP,,
1,100012,1000122,13,11/22/2017,259.9,1,259.9,e-Commerce,010 - SAO PAULO CENTRO SP,,
1,100012,1000121,5,12/4/2017,189.9,1,189.9,e-Commerce,001 - e-Commerce,,
1,100012,1000121,11,12/19/2017,39.9,1,39.9,e-Commerce,001 - e-Commerce,,
1,100012,1000121,10,12/19/2017,79.9,1,79.9,e-Commerce,001 - e-Commerce,,
1,100012,1000122,13,11/10/2017,259.9,1,259.9,e-Commerce,515 - SAO PAULO SANTO AMARO SP,,
1,100013,1000133,10,12/23/2017,79.9,1,79.9,e-Commerce,001 - e-Commerce,,
